Ticker,Name,Price,30 Day Price Change,Drug,NCT Number,Indication,Stage,Status,Next Catalyst,Catalyst Date,Catalyst,Conference,Historical LOA,Historical POP,Bullish or Bearish,Market Cap,Last Updated,No Of Shares
KURA,Kura Oncology Inc.,9.3200,9.25; 9.29; 9.56; 9.32; 9.42; 9.51; 9.68; 9.48; 9.74; 9.22; 9.2; 8.96; 10.34; 11.13; 11.25; 10.41; 10.24; 9.97; 10.2,Darlifarnib (KO-2806) and adagrasib in combination with cabozantinib - (FIT-001),NCT06026410,Clear cell renal cell carcinoma (ccRCC),phase1,Data Released,Interim Data,2026-05-30,"Phase 1 data from ASCO abstract reported 77%of response-evaluable patients achieved tumor shrinkage  and achieved objective response rates of 67% in PDAC, 50% in NSCLC and 29% in KRASi-naïve CRC patients, noted May 26, 2026.",American Society of Clinical Oncology Conference (ASCO26) 29/05/2026 ET - 02/06/2026 ET Conference Calendar,9.87,60.87,Bull -% / Neutral -% / Bear -%,827377082,2026-05-26 07:38:14,88774365
BMY,Bristol-Myers Squibb Company,54.7350,57.38; 56.95; 56.59; 56.25; 56.16; 55.67; 56.45; 56.39; 56.77; 57; 57.31; 58.31; 58.54; 59.55; 59.46; 58.03; 57.52; 56.91; 57.18,Darlifarnib (KO-2806) and adagrasib in combination with cabozantinib - (FIT-001),NCT06026410,Clear cell renal cell carcinoma (ccRCC),phase1,Data Released,Interim Data,2026-05-30,"Phase 1 data from ASCO abstract reported 77%of response-evaluable patients achieved tumor shrinkage  and achieved objective response rates of 67% in PDAC, 50% in NSCLC and 29% in KRASi-naïve CRC patients, noted May 26, 2026.",American Society of Clinical Oncology Conference (ASCO26) 29/05/2026 ET - 02/06/2026 ET Conference Calendar,9.87,60.87,Bull -% / Neutral -% / Bear -%,111772769705,2026-05-26 07:38:14,2042071247
PLRX,Pliant Therapeutics Inc.,1.2050,1.19; 1.21; 1.23; 1.24; 1.22; 1.2; 1.18; 1.17; 1.165; 1.15; 1.18; 1.15; 1.2; 1.23; 1.21; 1.24; 1.24; 1.25; 1.26,PLN-101095 - (FORTIFY),NCT06270706,Solid Tumors,phase1,Ongoing,Conference Presentation,2026-05-30,"Phase 1b data to be shared at ASCO on May 30, 2026. Phase 1b trial ongoing with interim data due in 2027. Trial data at AACR reported that in the heavily pretreated ICI-secondary refractory patient subgroup, twice daily (BID) treatment with PLN-101095 at the highest doses in combination with the ICI pembrolizumab showed antitumor activity, noted  April 20, 2026.",American Society of Clinical Oncology Conference (ASCO26) 29/05/2026 ET - 02/06/2026 ET Conference Calendar,9.87,60.87,Bull -% / Neutral -% / Bear -%,74613900,2026-05-22 08:19:54,61920249
GILD,Gilead Sciences Inc.,130.9750,132.69; 133.48; 136.3; 134.06; 131.33; 133.52; 134.94; 133.05; 132.06; 129.58; 129.67; 130.5; 130.69; 130.5; 134.36; 133.73; 133.69; 136.22; 134.43,TUB-040 - (NAPISTAR 1-01),,Platinum-resistant ovarian cancer and relapsed or refractory non-small cell lung cancer,phase1,Ongoing,Conference Presentation,2026-05-30,"Phase 1 data to be presented at ASCO on May 30, 2026. Phase 1/2a trial ongoing.",American Society of Clinical Oncology Conference (ASCO26) 29/05/2026 ET - 02/06/2026 ET Conference Calendar,7.66,60.87,Bull -% / Neutral -% / Bear -%,162614614247,2026-05-22 14:25:01,1241569874
AZN,AstraZeneca PLC,180.8200,183.46; 181.24; 184.92; 182.52; 182.85; 181.86; 184.54; 187.72; 184.96; 181.58; 183.92; 184.64; 187.46; 189.75; 187.03; 187.19; 185.65; 185.33; 185.67,"puxitatug samrotecan (Puxi-Sam, AZD8205) - (BLUESTAR)",NCT07044336,Endometrial cancer (EC) or ovarian cancer (OC),phase1,Ongoing,Conference Presentation,2026-05-30,"Phase 1/2a study to be presented at ASCO on May 30, 2026.",American Society of Clinical Oncology Conference (ASCO26) 29/05/2026 ET - 02/06/2026 ET Conference Calendar,7.66,60.87,Bull -% / Neutral -% / Bear -%,560754552489,2026-05-22 09:28:07,3101451738
CBIO,Crescent Biopharma Inc.,19.2800,17.92; 18.08; 18.06; 18; 18.76; 18.52; 18.46; 19.61; 21.23; 19.97; 18.55; 18.48; 18.91; 20.23; 20.74; 20.35; 20.79; 21.47; 20.65,CR-001 - (ASCEND),NCT07335497,"NSCLC, other solid tumors",phase1,Enrollment Initiation,Conference Presentation,2026-05-30,"Trial update to be shared at ASCO on May 30, 2026. IND cleared by the FDA, noted January 5, 2025. Phase 1 first patient dosed February 18, 2026. Phase 1/2 study planned 2H 2026. Phase 1 PoC data expected by mid-2027.",American Society of Clinical Oncology Conference (ASCO26) 29/05/2026 ET - 02/06/2026 ET Conference Calendar,7.66,60.87,Bull -% / Neutral -% / Bear -%,531586907,2026-05-22 08:24:04,27571935
EXEL,Exelixis Inc.,50.0500,44.17; 44.42; 48.7; 46.21; 48.16; 49.71; 49.46; 51.29; 51.1; 50.13; 49.84; 48.67; 49.9; 49.65; 50.15; 49.98; 50.03; 51.45; 50.48,Cabozantinib - (CaboMain),,"""Ultra-high-risk"" pediatric solid tumors",phase2,Ongoing,Conference Presentation,2026-05-30,"Phase 2 data to be presented at ASCO on May 30, 2026.",American Society of Clinical Oncology Conference (ASCO26) 29/05/2026 ET - 02/06/2026 ET Conference Calendar,16.21,33.71,Bull -% / Neutral -% / Bear -%,12580321904,2026-05-22 07:43:39,251355083
PFE,Pfizer Inc.,25.6550,25.8668709306779; 26.01440061279203; 26.09308310991957; 26.04390654921486; 25.68; 25.81; 25.87; 25.96; 25.75; 25.33; 25.33; 25.66; 25.79; 25.95; 25.9; 25.85; 26.21; 26.14; 26.18,SSGJ-707 (PF-08634404),,Advanced non-small cell lung cancer (NSCLC),phase2,Ongoing,Conference Presentation,2026-05-30,"Phase 2 results to be presented at ASCO on May 30, 2026.",American Society of Clinical Oncology Conference (ASCO26) 29/05/2026 ET - 02/06/2026 ET Conference Calendar,16.21,33.71,Bull -% / Neutral -% / Bear -%,146219240156,2026-04-22 07:20:34,5699444169
JAZZ,Jazz Pharmaceuticals plc,231.6200,208.06; 212.26; 228.57; 226.96; 225.79; 223.61; 227.84; 232.33; 231.05; 228.77; 229.55; 237.45; 239.01; 239.4; 239.83; 237.41; 237.56; 235.38; 236.49,"Zanidatamab,  FOLFOX, and  pembrolizumab - (IKF-  090/AIO ZANGEA)",,HER2/PD-L1-positive gastroesophageal adenocarcinoma,phase2,Ongoing,Conference Presentation,2026-05-30,"Phase 2 data to be presented at ASCO on May 30, 2026.",American Society of Clinical Oncology Conference (ASCO26) 29/05/2026 ET - 02/06/2026 ET Conference Calendar,16.21,33.71,Bull -% / Neutral -% / Bear -%,14548013751,2026-04-22 06:05:38,62809834
ABBV,AbbVie Inc.,212.2450,208.16; 206.11; 205.03; 202.71; 201.55; 202.78; 207.86; 208.5; 210.77; 210.39; 209.41; 213.76; 212.3; 214.5; 215.7; 213.12; 215.4; 218.63; 217.72,EPKINLY (epcoritamab-bysp) in combination with standard-of-care rituximab (R-CHOP) - (DLBCL-2),NCT05578976,Relapsed or refractory (R/R) diffuse large B-cell lymphoma (DLBCL),phase2,Ongoing,Conference Presentation,2026-05-30,"Phase 3 ongoing with data expected in 2026. Phase 2 data to be presented at ASCO on May 30, 2026.",American Society of Clinical Oncology Conference (ASCO26) 29/05/2026 ET - 02/06/2026 ET Conference Calendar,16.21,33.71,Bull -% / Neutral -% / Bear -%,374992942293,2026-05-22 07:26:36,1766792821
GMAB,Genmab A/S,25.5300,27.04; 27.52; 27.89; 27.06; 26.43; 26.18; 27.09; 26.55; 26.9; 26.54; 26.37; 25.68; 27.21; 27.05; 26.87; 26.89; 26.71; 27.04; 26.33,EPKINLY (epcoritamab-bysp) in combination with standard-of-care rituximab (R-CHOP) - (DLBCL-2),NCT05578976,Relapsed or refractory (R/R) diffuse large B-cell lymphoma (DLBCL),phase2,Ongoing,Conference Presentation,2026-05-30,"Phase 3 ongoing with data expected in 2026. Phase 2 data to be presented at ASCO on May 30, 2026.",American Society of Clinical Oncology Conference (ASCO26) 29/05/2026 ET - 02/06/2026 ET Conference Calendar,16.21,33.71,Bull -% / Neutral -% / Bear -%,16400065562,2026-05-22 07:26:36,642384080
IMMP,Immutep Limited,0.4052,0.4612; 0.4596; 0.4424; 0.4324; 0.446; 0.4431; 0.4702; 0.4639; 0.4514; 0.5197; 0.494; 0.5029; 0.4681; 0.4803; 0.4859; 0.4537; 0.4346; 0.4446; 0.4389,Neoadjuvant eftilagimod alfa (efti) - (Investigator-initiated trial),NCT07102940,Early-stage HR+/HER2-negative breast cancer,phase2,Data Released,Conference Presentation,2026-05-30,"Data presented at ASCO demonstrated that systemic immune activation induced by eftilagimod alfa was associated with improved overall survival across multiple late-stage cancer studies, noted May 28, 2026.",American Society of Clinical Oncology Conference (ASCO26) 29/05/2026 ET - 02/06/2026 ET Conference Calendar,16.21,33.71,Bull -% / Neutral -% / Bear -%,59642212,2026-05-28 08:22:23,147192034
BDTX,Black Diamond Therapeutics Inc.,2.2850,2.7; 2.87; 2.82; 2.72; 2.99; 2.94; 2.83; 2.86; 2.86; 2.75; 2.58; 3; 3.6; 3.55; 2.28; 2.33; 2.31; 2.25; 2.22,Silevertinib (BDTX-1535),NCT05256290,Glioblastoma multiforme (GBM) and NSCLC,phase2,Ongoing,Conference Presentation,2026-05-30,"Phase 2 data reported results demonstrating an objective response rate (ORR) of 60%, a disease control rate (DCR) of 91%, and a robust preliminary median progression-free survival (mPFS) of 15.2 months, noted May 21, 2026. Additional data presentation of the data at the ASCO Annual Meeting on May 30, 2026.",American Society of Clinical Oncology Conference (ASCO26) 29/05/2026 ET - 02/06/2026 ET Conference Calendar,16.21,33.71,Bull 100% / Neutral 0% / Bear 0%,130934554,2026-05-22 08:40:20,57301774
MANE,Veradermics Incorporated,103.0800,105.26; 114.8; 109.77; 107.85; 106.14; 108.13; 103.9; 107.14; 106.07; 99.72; 100.38; 100.07; 105.32; 104.7; 101.62; 102.5; 100.13; 102.88; 100.91,VDPHL01 - (302),NCT06724614,Male Pattern Hair Loss,phase3,Data Released,Topline Data,2026-05-30,"Phase 2/3 topline safety and efficacy from Part A to be shared at the 2026 World Congress for Hair Research on May 30, 2026. Phase 2/3 twelve-month data from Study ‘302' is anticipated 2H 2026. Phase 2/3 study met all primary and key secondary endpoints with highly significant increases in non-vellus hair count, strong patient-reported improvement rates, rapid onset by Month 2, and placebo-like safety, noted April 27, 2026.",,30.39,38.96,Bull -% / Neutral -% / Bear -%,4306547056,2026-05-27 07:42:24,41778687
BNTX,BioNTech SE,91.7600,99.35; 95.5; 95.26; 93.02; 94.125; 93.34; 93.66; 92.23; 91.99; 89.55; 88.85; 87.79; 90.36; 90.93; 92.14; 92.25; 93; 93.44; 95.95,Pumitamig - (ROSETTA Lung-02),,1L NSCLC,phase3,Ongoing,Conference Presentation,2026-05-30,"Phase 2 data to be presented at ASCO on May 30, 2026.  Phase 3 data due in 2029.",American Society of Clinical Oncology Conference (ASCO26) 29/05/2026 ET - 02/06/2026 ET Conference Calendar,21.13,33.71,Bull -% / Neutral -% / Bear -%,23061613198,2026-05-22 14:18:04,251325340
IMMP,Immutep Limited,0.4052,0.4612; 0.4596; 0.4424; 0.4324; 0.446; 0.4431; 0.4702; 0.4639; 0.4514; 0.5197; 0.494; 0.5029; 0.4681; 0.4803; 0.4859; 0.4537; 0.4346; 0.4446; 0.4389,Eftilagimod Alpha with weekly paclitaxel  - (AIPAC-003),NCT05747794,Metastatic breast cancer (MBC),phase3,Ongoing,Conference Presentation,2026-05-30,"Data to be shared at ASCO on May 30, 2026. Phase 2/3 data at SABCS December 9-12, 2025. Phase 2/3 data reported an 50% overall response rate, including one complete response and two partial responses, and a 100% disease control rate, with three patients having stable disease as best overall response per RECIST 1.1., noted May 15, 2024. Phase 2/3 trial commenced, noted March 14, 2023. Phase 2/3 first patient enrolled on May 25, 2023. Phase 2/3 safety lead-in study completed, noted November 6, 2023.",American Society of Clinical Oncology Conference (ASCO26) 29/05/2026 ET - 02/06/2026 ET Conference Calendar,21.13,33.71,Bull 100% / Neutral 0% / Bear 0%,59642212,2026-04-30 15:35:22,147192034
EXEL,Exelixis Inc.,50.0500,44.17; 44.42; 48.7; 46.21; 48.16; 49.71; 49.46; 51.29; 51.1; 50.13; 49.84; 48.67; 49.9; 49.65; 50.15; 49.98; 50.03; 51.45; 50.48,EA3231,,RAI-refractory differentiated thyroid cancer with BRAF V600Em,phase3,Ongoing,Conference Presentation,2026-05-30,"Phase 3 data to be presented at ASCO on May 30, 2026.",American Society of Clinical Oncology Conference (ASCO26) 29/05/2026 ET - 02/06/2026 ET Conference Calendar,48.08,54.19,Bull -% / Neutral -% / Bear -%,12580321904,2026-05-22 07:44:46,251355083
RHHBY,Roche Holding AG ADR,50.2000,50.28; 50.84; 51.63; 50.585; 51.09; 51.41; 51.18; 51.26; 51.29; 51.09; 51.1; 51.86; 51.94; 52.71; 53.34; 52.6; 52.47; 52.36; 52.4,Giredestrant - (lidERA),NCT04961996,Early breast cancer,phase3,Data Released,Conference Presentation,2026-05-30,"Phase 3 data to be presented at ASCO on May 30, 2026. Phase 3 additional data reported that treatment significantly reduced the risk of invasive disease recurrence or death by 30% (invasive disease-free survival [iDFS]) compared with standard-of-care endocrine therapy (SoC ET) , noted December 10, 2025.",American Society of Clinical Oncology Conference (ASCO26) 29/05/2026 ET - 02/06/2026 ET Conference Calendar,48.08,54.19,Bull -% / Neutral -% / Bear -%,319800976275,2026-05-19 04:24:28,6370537376
MDGL,Madrigal Pharmaceuticals Inc.,483.2000,518.66; 502.47; 539.73; 534.86; 510.04; 497.03; 510.26; 518.87; 539.89; 523.69; 522.23; 511.82; 513.47; 513.59; 517.26; 524.28; 527.67; 515.96; 497.27,Resmetirom (MGL-3196) - (MAESTRO-NAFLD-1),NCT04197479,Non-Alcoholic Fatty Liver Disease,phase3,Data Released,Conference Presentation,2026-05-30,"Phase 3 secondary analysis due at EASL on May 27–30, 2026.",European Association for the Study of the Liver (EASL26) 27/05/2026 ET - 30/05/2026 ET Conference Calendar,51.42,61.09,Bull 50% / Neutral 50% / Bear 0%,11140494429,2026-05-20 08:26:26,23055659
GILD,Gilead Sciences Inc.,130.9750,132.69; 133.48; 136.3; 134.06; 131.33; 133.52; 134.94; 133.05; 132.06; 129.58; 129.67; 130.5; 130.69; 130.5; 134.36; 133.73; 133.69; 136.22; 134.43,Bivalent,,Recurrent glioblastoma (GBM),phase1,Ongoing,Conference Presentation,2026-05-31,"Phase 1 data to be presented at ASCO on May 31, 2026.",American Society of Clinical Oncology Conference (ASCO26) 29/05/2026 ET - 02/06/2026 ET Conference Calendar,9.87,60.87,Bull -% / Neutral -% / Bear -%,162614614247,2026-05-22 14:29:15,1241569874
JAZZ,Jazz Pharmaceuticals plc,231.6200,208.06; 212.26; 228.57; 226.96; 225.79; 223.61; 227.84; 232.33; 231.05; 228.77; 229.55; 237.45; 239.01; 239.4; 239.83; 237.41; 237.56; 235.38; 236.49,Lurbinectedin,,Pediatric R/R Ewing sarcoma (EwS),phase1,Ongoing,Conference Presentation,2026-05-31,"Phase 1 data to be presented at ASCO on May 31, 2026.",American Society of Clinical Oncology Conference (ASCO26) 29/05/2026 ET - 02/06/2026 ET Conference Calendar,9.87,60.87,Bull -% / Neutral -% / Bear -%,14548013751,2026-04-22 06:10:25,62809834
JAZZ,Jazz Pharmaceuticals plc,231.6200,208.06; 212.26; 228.57; 226.96; 225.79; 223.61; 227.84; 232.33; 231.05; 228.77; 229.55; 237.45; 239.01; 239.4; 239.83; 237.41; 237.56; 235.38; 236.49,Lurbinectedin  (lurbi) + atezolizumab  (atezo) vs atezo - (IMforte),,Extensive-stage small cell lung cancer (ES-SCLC),phase1,Ongoing,Conference Presentation,2026-05-31,"Presentation due at ASCO on May 31, 2026.",American Society of Clinical Oncology Conference (ASCO26) 29/05/2026 ET - 02/06/2026 ET Conference Calendar,9.87,60.87,Bull -% / Neutral -% / Bear -%,14548013751,2026-04-22 06:08:07,62809834
FATE,Fate Therapeutics Inc.,2.6950,1.8; 2.36; 2.29; 2.43; 2.39; 2.18; 2.25; 2.135; 1.9; 1.755; 1.73; 1.89; 1.84; 2.1; 2.25; 2.15; 2.37; 2.63; 2.84,FT836,,Solid Tumors,phase1,Ongoing,Conference Presentation,2026-05-31,"Phase 1 ongoing with update due at ASCO in May 2026. Preclinical data presented at SITC showed robust antigen-mediated expansion, functional persistence, and durable anti-tumor activity in the presence of alloreactive T cells, noted November 11, 2024.",American Society of Clinical Oncology Conference (ASCO26) 29/05/2026 ET - 02/06/2026 ET Conference Calendar,9.87,60.87,Bull -% / Neutral -% / Bear -%,314127006,2026-05-13 08:49:08,116559186
PFE,Pfizer Inc.,25.6550,25.8668709306779; 26.01440061279203; 26.09308310991957; 26.04390654921486; 25.68; 25.81; 25.87; 25.96; 25.75; 25.33; 25.33; 25.66; 25.79; 25.95; 25.9; 25.85; 26.21; 26.14; 26.18,Sigvotatug vedotin (SGNB6A-001),NCT04389632,Non-small cell lung cancer (NSCLC),phase1,Data Released,Conference Presentation,2026-05-31,"Data to be presented at ASCO on May 31, 2026. Phase 1 trial data presented at ASCO on June 2, 2025. Pivotal trial planned. Phase 1 data reported in ASCO abstract reported that the cORR was 19.5% (95% CI, 12.6-28.0) in all pts with NSCLC and 32.5% (95% CI, 18.6-49.1) in pts with non-squamous (non-Sq)/taxane-naive NSCLC.",American Society of Clinical Oncology Conference (ASCO26) 29/05/2026 ET - 02/06/2026 ET Conference Calendar,9.87,60.87,Bull -% / Neutral -% / Bear -%,146219240156,2026-04-22 07:21:40,5699444169
NVS,Novartis AG,145.5200,144.62; 145.5; 148.36; 145.39; 146.03; 145.23; 148.16; 149.75; 149.77; 148.08; 149.15; 150.44; 150.45; 151.76; 152.01; 150.8; 151.12; 151.4; 150.17,LB2102,NCT05680922,Extensive Stage Small Cell Lung Cancer (SCLC),phase1,Ongoing,Conference Presentation,2026-05-31,"IND Clearance by FDA on November 21, 2022. Phase 1 data to be presented at ASCO on May 31, 2026.",American Society of Clinical Oncology Conference (ASCO26) 29/05/2026 ET - 02/06/2026 ET Conference Calendar,9.87,60.87,Bull -% / Neutral -% / Bear -%,277674232328,2026-05-22 07:38:21,1908151679
LEGN,Legend Biotech Corporation,25.3350,26.5; 28.51; 28.96; 28.57; 28.12; 25.58; 28.26; 28.67; 28.6; 27.55; 26.98; 26.94; 28.12; 27.99; 29.37; 29.53; 28.5; 28.26; 27.16,LB2102,NCT05680922,Extensive Stage Small Cell Lung Cancer (SCLC),phase1,Ongoing,Conference Presentation,2026-05-31,"IND Clearance by FDA on November 21, 2022. Phase 1 data to be presented at ASCO on May 31, 2026.",American Society of Clinical Oncology Conference (ASCO26) 29/05/2026 ET - 02/06/2026 ET Conference Calendar,9.87,60.87,Bull -% / Neutral -% / Bear -%,4685851342,2026-05-22 07:38:21,184955648
PFE,Pfizer Inc.,25.6550,25.8668709306779; 26.01440061279203; 26.09308310991957; 26.04390654921486; 25.68; 25.81; 25.87; 25.96; 25.75; 25.33; 25.33; 25.66; 25.79; 25.95; 25.9; 25.85; 26.21; 26.14; 26.18,SGN-PDL1V,,Non-small cell lung cancer (NSCLC) and head and neck squamous cell carcinomas (HNSCC),phase1,Data Released,Conference Presentation,2026-05-31,"Phase 1 data to be presented at ASCO on May 31, 2026. Phase 1 trial initiated in January 2022. Phase 1 data presented at ESMO reported that treatment was generally well tolerated with no unexpected adverse events, and encouraging antitumor activity, noted September 13, 2023.",American Society of Clinical Oncology Conference (ASCO26) 29/05/2026 ET - 02/06/2026 ET Conference Calendar,9.87,60.87,Bull -% / Neutral -% / Bear -%,146219240156,2026-04-22 07:22:57,5699444169
AZN,AstraZeneca PLC,180.8200,183.46; 181.24; 184.92; 182.52; 182.85; 181.86; 184.54; 187.72; 184.96; 181.58; 183.92; 184.64; 187.46; 189.75; 187.03; 187.19; 185.65; 185.33; 185.67,Trastuzumab deruxtecan - (DESTINY-Breast07),NCT04538742,Metastatic Breast Cancer,phase1,Data Released,Conference Presentation,2026-05-31,"Phase 1/2 final analysis to be shared at ASCO on May 31, 2026. Phase 1/2 presentation reported that treatment significantly reduced risk of death by 36%, noted December 9, 2022.",American Society of Clinical Oncology Conference (ASCO26) 29/05/2026 ET - 02/06/2026 ET Conference Calendar,7.66,60.87,Bull -% / Neutral -% / Bear -%,560754552489,2026-05-22 09:34:28,3101451738
AGEN,Agenus Inc.,3.4450,4.02; 4.17; 3.89; 3.75; 3.82; 3.26; 3.44; 3.47; 3.58; 3.58; 3.16; 3.09; 3.15; 3.16; 3.11; 3.32; 3.41; 3.4; 3.5,Botensilimab (BOT) + Balstilimab (BAL) - (C-800-23),NCT05529316,Advanced cutaneous melanoma,phase2,Data Released,Conference Presentation,2026-05-31,Phase 2 data from ASCO26 abstract data reported that the confirmed objective response rate was 22% on May 22 2026. Phase 2 data will be presented on May 31 at ASCO 2026.,American Society of Clinical Oncology Conference (ASCO26) 29/05/2026 ET - 02/06/2026 ET Conference Calendar,16.21,33.71,Bull -% / Neutral -% / Bear -%,143458175,2026-05-22 08:57:48,41642431
EXEL,Exelixis Inc.,50.0500,44.17; 44.42; 48.7; 46.21; 48.16; 49.71; 49.46; 51.29; 51.1; 50.13; 49.84; 48.67; 49.9; 49.65; 50.15; 49.98; 50.03; 51.45; 50.48,Pembrolizumab and cabozantinib - (PEMBROCABOSARC),,Advanced undifferentiated pleomorphic sarcoma,phase2,Ongoing,Conference Presentation,2026-05-31,"Phase 2 data trial to be presented at ASCO on May 31, 2026.",American Society of Clinical Oncology Conference (ASCO26) 29/05/2026 ET - 02/06/2026 ET Conference Calendar,16.21,33.71,Bull -% / Neutral -% / Bear -%,12580321904,2026-05-22 07:46:57,251355083
AGEN,Agenus Inc.,3.4450,4.02; 4.17; 3.89; 3.75; 3.82; 3.26; 3.44; 3.47; 3.58; 3.58; 3.16; 3.09; 3.15; 3.16; 3.11; 3.32; 3.41; 3.4; 3.5,Botensilimab (BOT) ± balstilimab (BAL),,Advanced cutaneous melanoma (cMEL),phase2,Ongoing,Conference Presentation,2026-05-31,"Phase 2 data to be presented at ASCO on May 31, 2026.",American Society of Clinical Oncology Conference (ASCO26) 29/05/2026 ET - 02/06/2026 ET Conference Calendar,16.21,33.71,Bull -% / Neutral -% / Bear -%,143458175,2026-04-21 10:37:19,41642431
NTHI,NeOnc Technologies Holdings Inc.,4.4899,4.14; 4.99; 5.31; 6.49; 5.45; 5.5; 5.51; 5.42; 5.46; 5.5; 5.34; 5.48; 5.42; 5.36; 5.34; 5.14; 4.835; 4.79; 4.64,NEO100-01,NCT05023018,Malignant recurrent WHO Grade 3 /4 IDH1 Astrocytoma,phase2,Ongoing,Topline Data,2026-05-31,"Phase 1/2a topline data due in May 2026. Phase 1/2a data showed a significant radiographic response, confirmed by contrast-enhanced and perfusion MRI, in 5 of 24 patients (21%)—a rate that markedly exceeds the <8% response typically observed with salvage therapies for recurrent gliomas, as noted on November 12, 2025.",,16.21,33.71,Bull -% / Neutral -% / Bear -%,116796379,2026-04-28 12:11:02,26013136
MRK,Merck & Company Inc.,114.5300,113.11; 113.15; 113.56; 112.3; 111.38; 111.28; 112.37; 113.45; 113.41; 111.38; 112.56; 114.24; 113; 115.88; 122.41; 119.72; 120.24; 119.89; 118.72,KEYTRUDA (pembrolizumab) + plinabulin / docetaxel - (KeyPelms-004 / 303 Study) (TROPION Lung-01),NCT05599789,2L/3L Non-small cell lung cancer (NSCLC),phase2,Data Released,Conference Presentation,2026-05-31,"Phase 2 data to be presented at ASCO on May 31, 2026. Phase 2 data reported an overall response rate (ORR) of 12.8% and median PFS (mPFS) of 3.7 months, noted November 11, 2024.",American Society of Clinical Oncology Conference (ASCO26) 29/05/2026 ET - 02/06/2026 ET Conference Calendar,16.21,33.71,Bull -% / Neutral -% / Bear -%,282868990250,2026-05-18 07:44:58,2469824415
BYSI,BeyondSpring Inc.,1.7000,1.51; 1.44; 1.55; 1.42; 1.49; 1.52; 1.39; 1.45; 1.47; 1.36; 1.395; 1.29; 1.44; 1.44; 1.57; 1.54; 1.71; 1.72; 1.68,KEYTRUDA (pembrolizumab) + plinabulin / docetaxel - (KeyPelms-004 / 303 Study) (TROPION Lung-01),NCT05599789,2L/3L Non-small cell lung cancer (NSCLC),phase2,Data Released,Conference Presentation,2026-05-31,"Phase 2 data to be presented at ASCO on May 31, 2026. Phase 2 data reported an overall response rate (ORR) of 12.8% and median PFS (mPFS) of 3.7 months, noted November 11, 2024.",American Society of Clinical Oncology Conference (ASCO26) 29/05/2026 ET - 02/06/2026 ET Conference Calendar,16.21,33.71,Bull -% / Neutral -% / Bear -%,69903694,2026-05-18 07:44:58,41119820
LTRN,Lantern Pharma Inc.,3.6060,2.23; 2.16; 2.14; 2.04; 2.1; 2.09; 2.06; 2.51; 3.13; 3.14; 3; 3.09; 3.17; 3.32; 3.5; 3.38; 3.31; 3.5; 3.59,LP-300 - (Harmonic),NCT05456256,Non-small cell lung cancer (NSCLC),phase2,Type Meeting,Regulatory Decision,2026-05-31,"Type C meeting due in mid-May 2026. Phase 2 additional data showed durable complete responses for nearly 2 years, noted June 16, 2025.",,16.21,33.71,Bull 100% / Neutral 0% / Bear 0%,40764737,2026-04-28 10:24:01,11304697
LLY,Eli Lilly and Company,1079.0400,966.2665430884617; 987.1705562012617; 985.3536840013908; 973.2844615308202; 946.8200208612726; 965.3281585456714; 988.1688376297622; 1014.0043609993544; 1004.9699140714251; 1004.92; 988.09; 1021.41; 1018.87; 1041.65; 1065; 1064.74; 1082.92; 1126.8; 1105,Abemaciclib - (SARC041),,Advanced dedifferentiated liposarcoma,phase3,Ongoing,Conference Presentation,2026-05-31,"Phase 3 data to be presented at ASCO on May 31, 2026.",American Society of Clinical Oncology Conference (ASCO26) 29/05/2026 ET - 02/06/2026 ET Conference Calendar,48.08,54.19,Bull -% / Neutral -% / Bear -%,1016176646730,2026-05-22 14:37:46,941741406
EXEL,Exelixis Inc.,50.0500,44.17; 44.42; 48.7; 46.21; 48.16; 49.71; 49.46; 51.29; 51.1; 50.13; 49.84; 48.67; 49.9; 49.65; 50.15; 49.98; 50.03; 51.45; 50.48,Cabozantinib plus nivolumab (C+N) versus sunitinib (S) - (CheckMate-9ER),,Advanced renal cell carcinoma (aRCC),phase3,Ongoing,Conference Presentation,2026-05-31,"Phase 3 data to be presented at ASCO on May 31, 2026.",American Society of Clinical Oncology Conference (ASCO26) 29/05/2026 ET - 02/06/2026 ET Conference Calendar,48.08,54.19,Bull -% / Neutral -% / Bear -%,12580321904,2026-05-22 07:45:42,251355083
PFE,Pfizer Inc.,25.6550,25.8668709306779; 26.01440061279203; 26.09308310991957; 26.04390654921486; 25.68; 25.81; 25.87; 25.96; 25.75; 25.33; 25.33; 25.66; 25.79; 25.95; 25.9; 25.85; 26.21; 26.14; 26.18,XTANDI (enzalutamide) - (EMBARK),NCT02319837,Prostate Cancer,phase3,Data Released,Conference Presentation,2026-05-31,"Phase 3 data due at ASCO on May 31, 2026. Phase 3 data reported that treatment reduced the risk of death by 40%, noted October 20, 2025.",American Society of Clinical Oncology Conference (ASCO26) 29/05/2026 ET - 02/06/2026 ET Conference Calendar,48.08,54.19,Bull -% / Neutral -% / Bear -%,146219240156,2026-05-18 08:13:55,5699444169
